"key","R0","VE","coverage","traveller_ob_prob","worker_ob_prob","chance50","chance95"
"8_0.8_1",8,0.8,1,0.00113,0.01493,1251.68333333333,5583.80266666668
"9_0.8_1",9,0.8,1,0.00104,0.01924,1168.43666666653,4877.88800000008
"10_0.8_1",10,0.8,1,0.00099,0.02068,1078.39333333331,4697.03000000003
"5_0.9_1",5,0.9,1,0.00014,0.00212,31278.58,147073.026666666
"6_0.9_1",6,0.9,1,0.00014,0.00335,29470.25,105426.968666667
"7_0.9_1",7,0.9,1,2e-04,0.00269,19815.0483333331,88471.2965000003
"8_0.9_1",8,0.9,1,0.00012,0.00259,32177.4133333331,130753.895
"9_0.9_1",9,0.9,1,0.00019,0.00438,19733.8833333333,83991.9566666673
"10_0.9_1",10,0.9,1,3e-04,0.00425,16520.4166666665,68810.5159999996
"10_0.9_0.1",10,0.9,0.1,0.0044,0.08716,1256.73333333334,5437.49866666682
"10_0.9_0.2",10,0.9,0.2,0.00361,0.0796,1402.41666666698,6092.80933333328
"10_0.9_0.3",10,0.9,0.3,0.00363,0.07439,952.389999999898,4132.51133333333
"10_0.9_0.4",10,0.9,0.4,0.00316,0.06495,1643.37666666694,6998.8200000003
"10_0.9_0.5",10,0.9,0.5,0.00296,0.05812,1843.063333333,7427.30400000016
"10_0.9_0.6",10,0.9,0.6,0.00225,0.04721,2299.71666666633,10113.4399999998
"10_0.9_0.7",10,0.9,0.7,0.00159,0.03754,2134.4916666667,9406.26966666675
"10_0.9_0.8",10,0.9,0.8,0.00116,0.02667,3528.83999999985,14762.7086666667
"10_0.9_0.9",10,0.9,0.9,0.00085,0.01606,7857.8900000006,31164.5246666665
"10_0.9_1",10,0.9,1,0.00023,0.00451,16520.4166666665,68810.5159999996
"3_0_0.1",3,0,0.1,0.01288,0.15665,16.3600000000442,70.4433333333291
"3_0_0.2",3,0,0.2,0.013,0.15834,15.679999999993,69.5220000000372
"3_0_0.3",3,0,0.3,0.01381,0.15535,15.6333333333314,68.3300000000127
"3_0_0.4",3,0,0.4,0.01258,0.15782,16.6133333333419,70.9463333333295
"3_0_0.5",3,0,0.5,0.01268,0.15765,16.3550000000032,70.6821666666743
"3_0_0.6",3,0,0.6,0.01273,0.15556,16.4483333333301,71.2871666666832
"3_0_0.7",3,0,0.7,0.01311,0.15772,15.911666666665,70.2473333333386
"3_0_0.8",3,0,0.8,0.01266,0.1577,16.289999999979,70.2746666666702
"3_0_0.9",3,0,0.9,0.0122,0.15787,16.5699999999997,72.3083333333314
"3_0_1",3,0,1,0.01209,0.15931,16.5100000000093,71.8980000000069
